trial_id,initial_policy_decision,final_policy_decision,evidence_class
benign-3011,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3012,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3013,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3014,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3015,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3016,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3017,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3018,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3019,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3020,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3021,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3022,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3023,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3024,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3025,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3026,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3027,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3028,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3029,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3030,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3031,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3032,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3033,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3034,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3035,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3036,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3037,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3038,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3039,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3040,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3041,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3042,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3043,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3044,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3045,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3046,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3047,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3048,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3049,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3050,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3051,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3052,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3053,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3054,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3055,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3056,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3057,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3058,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3059,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3060,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3061,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3062,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3063,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3064,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3065,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3066,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3067,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3068,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3069,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3070,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3071,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3072,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3073,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3074,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3075,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3076,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3077,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3078,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3079,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3080,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3081,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3082,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3083,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3084,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3085,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3086,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3087,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3088,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3089,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3090,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3091,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3092,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3093,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3094,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3095,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3096,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3097,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3098,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3099,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3100,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3101,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3102,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3103,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3104,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3105,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3106,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3107,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3108,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3109,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3110,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3111,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3112,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3113,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3114,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3115,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3116,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3117,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3118,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3119,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3120,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3121,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3122,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3123,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3124,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3125,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3126,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3127,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3128,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3129,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3130,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3131,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3132,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3133,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3134,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3135,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3136,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3137,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3138,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3139,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3140,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3141,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3142,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3143,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3144,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3145,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3146,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3147,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3148,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3149,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3150,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3151,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3152,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3153,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3154,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3155,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3156,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3157,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3158,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3159,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3160,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3161,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3162,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3163,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3164,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3165,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3166,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3167,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3168,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3169,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3170,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3171,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3172,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3173,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3174,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3175,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3176,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3177,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3178,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3179,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3180,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3181,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3182,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3183,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3184,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3185,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3186,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3187,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3188,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3189,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3190,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3191,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3192,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3193,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3194,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3195,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3196,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3197,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3198,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3199,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3200,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3201,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3202,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3203,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3204,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3205,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3206,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3207,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3208,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3209,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3210,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3211,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3212,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3213,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3214,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3215,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3216,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3217,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3218,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3219,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3220,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3221,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3222,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3223,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3224,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3225,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3226,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3227,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3228,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3229,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3230,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3231,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3232,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3233,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3234,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3235,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3236,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3237,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3238,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3239,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3240,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3241,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3242,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3243,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3244,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3245,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3246,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3247,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3248,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3249,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3250,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3251,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3252,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3253,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3254,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3255,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3256,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3257,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3258,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3259,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3260,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3261,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3262,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3263,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3264,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3265,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3266,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3267,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3268,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3269,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3270,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3271,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3272,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3273,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3274,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3275,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3276,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3277,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3278,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3279,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3280,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3281,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3282,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3283,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3284,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3285,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3286,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3287,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3288,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3289,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3290,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3291,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3292,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3293,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3294,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3295,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3296,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3297,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3298,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3299,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3300,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3301,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3302,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3303,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3304,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3305,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3306,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3307,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3308,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3309,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3310,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3311,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3312,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3313,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3314,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3315,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3316,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3317,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3318,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3319,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3320,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3321,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3322,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3323,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3324,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3325,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3326,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3327,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3328,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3329,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3330,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3331,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3332,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3333,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3334,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3335,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3336,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3337,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3338,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3339,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3340,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3341,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3342,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3343,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3344,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3345,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3346,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3347,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3348,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3349,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3350,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3351,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3352,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3353,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3354,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3355,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3356,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3357,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3358,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3359,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3360,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3361,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3362,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3363,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3364,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3365,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3366,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3367,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3368,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3369,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3370,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3371,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3372,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3373,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3374,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3375,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3376,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3377,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3378,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3379,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3380,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3381,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3382,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3383,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3384,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3385,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3386,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3387,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3388,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3389,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3390,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3391,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3392,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3393,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3394,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3395,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3396,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3397,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3398,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3399,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3400,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3401,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3402,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3403,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3404,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3405,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3406,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3407,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3408,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3409,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3410,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3411,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3412,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3413,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3414,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3415,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3416,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3417,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3418,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3419,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3420,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3421,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3422,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3423,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3424,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3425,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3426,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3427,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3428,permit,deny,deterministic_derivation_from_manuscript_summary
benign-3429,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3430,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3431,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3432,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3433,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3434,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3435,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3436,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3437,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3438,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3439,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3440,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3441,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3442,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3443,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3444,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3445,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3446,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3447,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3448,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3449,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3450,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3451,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3452,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3453,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3454,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3455,deny,permit,deterministic_derivation_from_manuscript_summary
benign-3456,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3457,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3458,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3459,permit,permit,deterministic_derivation_from_manuscript_summary
benign-3460,permit,permit,deterministic_derivation_from_manuscript_summary
